,departure,arrival,transfers,first_mile_mode,first_mile_duration,last_mile_mode,last_mile_duration
0,2025-09-22 02:45:00,2025-09-22 03:18:00,1,taxi,22,walk,5
1,2025-09-22 03:20:00,2025-09-22 03:44:00,0,taxi,24,walk,0
2,2025-09-22 03:51:00,2025-09-22 04:25:00,1,taxi,22,walk,6
3,2025-09-22 04:00:00,2025-09-22 04:24:00,0,taxi,24,walk,0
4,2025-09-22 08:40:00,2025-09-22 09:04:00,0,taxi,24,walk,0
5,2025-09-22 08:45:00,2025-09-22 09:18:00,1,taxi,22,walk,5
6,2025-09-22 08:52:00,2025-09-22 09:28:00,1,taxi,22,walk,8
7,2025-09-22 09:20:00,2025-09-22 09:44:00,0,taxi,24,walk,0
