,departure,arrival,transfers,first_mile_mode,first_mile_duration,last_mile_mode,last_mile_duration
77,2025-06-16 16:08:00,2025-06-16 20:16:00,5,walk,5,walk,5
78,2025-06-16 16:08:00,2025-06-16 20:18:00,4,walk,5,walk,5
79,2025-06-16 16:15:00,2025-06-16 19:16:00,3,taxi,15,walk,5
80,2025-06-16 16:21:00,2025-06-16 19:16:00,3,taxi,34,walk,5
81,2025-06-16 17:00:00,2025-06-16 20:16:00,5,taxi,15,walk,5
82,2025-06-16 17:00:00,2025-06-16 20:18:00,4,taxi,15,walk,5
83,2025-06-16 17:00:00,2025-06-16 20:18:00,4,taxi,15,walk,5
84,2025-06-16 17:08:00,2025-06-16 21:10:00,3,walk,5,walk,5
85,2025-06-16 18:08:00,2025-06-16 22:11:00,3,walk,5,walk,5
86,2025-06-16 18:15:00,2025-06-16 21:10:00,3,taxi,15,walk,5
87,2025-06-16 19:00:00,2025-06-16 22:57:00,6,taxi,15,walk,5
88,2025-06-16 19:08:00,2025-06-16 23:44:00,3,walk,5,walk,8
89,2025-06-16 19:15:00,2025-06-16 22:11:00,3,taxi,15,walk,5
90,2025-06-16 20:00:00,2025-06-17 00:50:00,5,taxi,15,walk,8
91,2025-06-16 20:15:00,2025-06-16 23:44:00,3,taxi,15,walk,8
