,departure,arrival,transfers,first_mile_mode,first_mile_duration,last_mile_mode,last_mile_duration
0,2025-09-21 02:00:00,2025-09-21 02:57:00,0,taxi,57,walk,0
1,2025-09-21 06:30:00,2025-09-21 07:50:00,1,walk,10,taxi,38
2,2025-09-21 10:12:00,2025-09-21 11:18:00,2,walk,10,taxi,38
3,2025-09-21 10:30:00,2025-09-21 11:50:00,1,walk,10,taxi,38
4,2025-09-21 14:12:00,2025-09-21 15:18:00,2,walk,10,taxi,38
5,2025-09-21 14:30:00,2025-09-21 15:50:00,1,walk,10,taxi,38
6,2025-09-21 20:15:00,2025-09-21 21:12:00,0,taxi,57,walk,0
